PRODUTO;CATEGORIA;DESCRIÇÃO;MARCA;CÓD. BARRAS;PREÇO;QUANTIDADE;FORNECEDOR
Fone Gamer RGB;Games;Fone gamer RGB com microfone;Redragon;7891000000093;299.90;25;GameDistribuidora
Controle PS5;Games;Controle sem fio DualSense;Sony;7891000000094;449.90;20;GameDistribuidora
Controle PC USB;Games;Controle USB para PC;Multilaser;7891000000095;99.90;40;GameDistribuidora
Volante Simulador;Games;Volante simulador corrida;Thrustmaster;7891000000096;2499.90;5;GameDistribuidora
Câmera DSLR;Fotografia;Câmera DSLR 24MP;Canon;7891000000097;3899.90;4;StudioPro
Câmera Mirrorless;Fotografia;Câmera mirrorless 26MP;Sony;7891000000098;5599.90;3;StudioPro
Lente 50mm;Fotografia;Lente 50mm f1.8;Canon;7891000000099;899.90;10;StudioPro
Lente 24-70mm;Fotografia;Lente zoom 24-70mm;Sony;7891000000100;2899.90;6;StudioPro
Tripé Profissional;Fotografia;Tripé profissional alumínio;Greika;7891000000101;349.90;14;StudioPro
Ring Light 18;Iluminação;Ring light LED 18 polegadas;Yongnuo;7891000000102;289.90;20;StudioPro
Softbox LED;Iluminação;Kit softbox iluminação estúdio;Godox;7891000000103;499.90;12;StudioPro
Microfone USB;Áudio;Microfone USB para podcast;Fifine;7891000000104;259.90;30;AudioMax
Mixer Áudio;Áudio;Mesa de som 4 canais;Behringer;7891000000105;899.90;7;AudioMax
Caixa Som 200W;Áudio;Caixa de som 200W bluetooth;JBL;7891000000106;1299.90;11;AudioMax
Caixa Som Portátil;Áudio;Caixa som portátil pequena;JBL;7891000000107;399.90;28;AudioMax
Amplificador Som;Áudio;Amplificador áudio 400W;Yamaha;7891000000108;1799.90;5;AudioMax
Roteador Mesh;Redes;Sistema mesh WiFi 6;TP-Link;7891000000109;1299.90;13;NetDistribuidora
Roteador Gigabit;Redes;Roteador gigabit dual band;D-Link;7891000000110;349.90;29;NetDistribuidora
Access Point;Redes;Access point corporativo;Ubiquiti;7891000000111;999.90;9;NetDistribuidora
Switch 24 Portas;Redes;Switch gigabit 24 portas;TP-Link;7891000000112;899.90;6;NetDistribuidora
Cabo Rede 10m;Redes;Cabo rede cat6 10 metros;Furukawa;7891000000113;39.90;70;CabosTech
Cabo Rede 50m;Redes;Cabo rede cat6 50 metros;Furukawa;7891000000114;149.90;35;CabosTech
Patch Cord 1m;Redes;Patch cord cat6 1 metro;Furukawa;7891000000115;12.90;120;CabosTech
Patch Cord 3m;Redes;Patch cord cat6 3 metros;Furukawa;7891000000116;19.90;95;CabosTech
Estabilizador 500W;Energia;Estabilizador 500W bivolt;SMS;7891000000117;249.90;26;EnergiaTech
Nobreak 700VA;Energia;Nobreak 700VA;APC;7891000000118;599.90;18;EnergiaTech
Nobreak 1500VA;Energia;Nobreak 1500VA;APC;7891000000119;1399.90;9;EnergiaTech
Filtro Linha 8;Energia;Filtro linha 8 tomadas;Clamper;7891000000120;89.90;40;EnergiaTech
SSD 240GB;Armazenamento;SSD SATA 240GB;Kingston;7891000000121;199.90;50;DataStorage
SSD 480GB;Armazenamento;SSD SATA 480GB;Kingston;7891000000122;289.90;42;DataStorage
HD Externo 2TB;Armazenamento;HD externo 2TB USB 3.0;Seagate;7891000000123;599.90;17;DataStorage
Pendrive 32GB;Armazenamento;Pendrive USB 3.0 32GB;SanDisk;7891000000124;39.90;110;DataStorage
Pendrive 128GB;Armazenamento;Pendrive USB 3.0 128GB;SanDisk;7891000000125;119.90;60;DataStorage
Dock HD;Armazenamento;Dock para HD SATA USB;Orico;7891000000126;159.90;21;DataStorage
Gabinete SSD;Armazenamento;Case externo para SSD;Orico;7891000000127;79.90;34;DataStorage
Suporte Monitor;Acessórios;Suporte articulado monitor;ELG;7891000000128;249.90;19;OfficeTech
Braço Monitor;Acessórios;Braço duplo monitor;ELG;7891000000129;399.90;11;OfficeTech
Suporte TV;Acessórios;Suporte parede TV 55;ELG;7891000000130;129.90;36;OfficeTech
Mouse Gamer Pro;Informática;Mouse gamer 12000 DPI RGB;Logitech;7891000000081;259.90;34;InfoSupply
Teclado Office;Informática;Teclado padrão ABNT2 USB;Multilaser;7891000000082;69.90;80;InfoSupply
Monitor 27;Informática;Monitor LED 27 polegadas QHD;Samsung;7891000000083;1599.90;12;TechDistribuidora
Monitor Curvo 32;Informática;Monitor curvo 32 polegadas;LG;7891000000084;2299.90;9;TechDistribuidora
Mouse Sem Fio;Informática;Mouse sem fio USB ergonômico;Logitech;7891000000085;119.90;60;InfoSupply
Teclado Sem Fio;Informática;Teclado sem fio compacto;Logitech;7891000000086;189.90;42;InfoSupply
Combo Teclado Mouse;Informática;Kit teclado e mouse sem fio;Microsoft;7891000000087;249.90;33;InfoSupply
Impressora Laser;Informática;Impressora laser monocromática;Brother;7891000000088;1299.90;11;PrintTech
Impressora Tanque;Informática;Impressora tanque de tinta;Epson;7891000000089;999.90;16;PrintTech
Scanner Portátil;Informática;Scanner portátil USB;Canon;7891000000090;899.90;7;PrintTech
Webcam HD;Informática;Webcam HD 720p;Logitech;7891000000091;149.90;48;TechDistribuidora
Webcam 4K;Informática;Webcam 4K ultra HD;Logitech;7891000000092;1199.90;6;TechDistribuidora
Fone Gamer RGB;Games;Fone gamer RGB com microfone;Redragon;7891000000093;299.90;25;GameDistribuidora
Controle PS5;Games;Controle sem fio DualSense;Sony;7891000000094;449.90;20;GameDistribuidora
Controle PC USB;Games;Controle USB para PC;Multilaser;7891000000095;99.90;40;GameDistribuidora
Volante Simulador;Games;Volante simulador corrida;Thrustmaster;7891000000096;2499.90;5;GameDistribuidora
Câmera DSLR;Fotografia;Câmera DSLR 24MP;Canon;7891000000097;3899.90;4;StudioPro
Câmera Mirrorless;Fotografia;Câmera mirrorless 26MP;Sony;7891000000098;5599.90;3;StudioPro
Lente 50mm;Fotografia;Lente 50mm f1.8;Canon;7891000000099;899.90;10;StudioPro
Lente 24-70mm;Fotografia;Lente zoom 24-70mm;Sony;7891000000100;2899.90;6;StudioPro
Tripé Profissional;Fotografia;Tripé profissional alumínio;Greika;7891000000101;349.90;14;StudioPro
Ring Light 18;Iluminação;Ring light LED 18 polegadas;Yongnuo;7891000000102;289.90;20;StudioPro
Softbox LED;Iluminação;Kit softbox iluminação estúdio;Godox;7891000000103;499.90;12;StudioPro
Microfone USB;Áudio;Microfone USB para podcast;Fifine;7891000000104;259.90;30;AudioMax
Mixer Áudio;Áudio;Mesa de som 4 canais;Behringer;7891000000105;899.90;7;AudioMax
Caixa Som 200W;Áudio;Caixa de som 200W bluetooth;JBL;7891000000106;1299.90;11;AudioMax
Caixa Som Portátil;Áudio;Caixa som portátil pequena;JBL;7891000000107;399.90;28;AudioMax
Amplificador Som;Áudio;Amplificador áudio 400W;Yamaha;7891000000108;1799.90;5;AudioMax
Roteador Mesh;Redes;Sistema mesh WiFi 6;TP-Link;7891000000109;1299.90;13;NetDistribuidora
Roteador Gigabit;Redes;Roteador gigabit dual band;D-Link;7891000000110;349.90;29;NetDistribuidora
Access Point;Redes;Access point corporativo;Ubiquiti;7891000000111;999.90;9;NetDistribuidora
Switch 24 Portas;Redes;Switch gigabit 24 portas;TP-Link;7891000000112;899.90;6;NetDistribuidora
Cabo Rede 10m;Redes;Cabo rede cat6 10 metros;Furukawa;7891000000113;39.90;70;CabosTech
Cabo Rede 50m;Redes;Cabo rede cat6 50 metros;Furukawa;7891000000114;149.90;35;CabosTech
Patch Cord 1m;Redes;Patch cord cat6 1 metro;Furukawa;7891000000115;12.90;120;CabosTech
Patch Cord 3m;Redes;Patch cord cat6 3 metros;Furukawa;7891000000116;19.90;95;CabosTech
Estabilizador 500W;Energia;Estabilizador 500W bivolt;SMS;7891000000117;249.90;26;EnergiaTech
Nobreak 700VA;Energia;Nobreak 700VA;APC;7891000000118;599.90;18;EnergiaTech
Nobreak 1500VA;Energia;Nobreak 1500VA;APC;7891000000119;1399.90;9;EnergiaTech
Filtro Linha 8;Energia;Filtro linha 8 tomadas;Clamper;7891000000120;89.90;40;EnergiaTech
SSD 240GB;Armazenamento;SSD SATA 240GB;Kingston;7891000000121;199.90;50;DataStorage
SSD 480GB;Armazenamento;SSD SATA 480GB;Kingston;7891000000122;289.90;42;DataStorage
HD Externo 2TB;Armazenamento;HD externo 2TB USB 3.0;Seagate;7891000000123;599.90;17;DataStorage
Pendrive 32GB;Armazenamento;Pendrive USB 3.0 32GB;SanDisk;7891000000124;39.90;110;DataStorage
Pendrive 128GB;Armazenamento;Pendrive USB 3.0 128GB;SanDisk;7891000000125;119.90;60;DataStorage
Dock HD;Armazenamento;Dock para HD SATA USB;Orico;7891000000126;159.90;21;DataStorage
Gabinete SSD;Armazenamento;Case externo para SSD;Orico;7891000000127;79.90;34;DataStorage
Suporte Monitor;Acessórios;Suporte articulado monitor;ELG;7891000000128;249.90;19;OfficeTech
Braço Monitor;Acessórios;Braço duplo monitor;ELG;7891000000129;399.90;11;OfficeTech
Suporte TV;Acessórios;Suporte parede TV 55;ELG;7891000000130;129.90;36;OfficeTech
Mouse Gamer Pro;Informática;Mouse gamer 12000 DPI RGB;Logitech;7891000000081;259.90;34;InfoSupply
Teclado Office;Informática;Teclado padrão ABNT2 USB;Multilaser;7891000000082;69.90;80;InfoSupply
Monitor 27;Informática;Monitor LED 27 polegadas QHD;Samsung;7891000000083;1599.90;12;TechDistribuidora
Monitor Curvo 32;Informática;Monitor curvo 32 polegadas;LG;7891000000084;2299.90;9;TechDistribuidora
Mouse Sem Fio;Informática;Mouse sem fio USB ergonômico;Logitech;7891000000085;119.90;60;InfoSupply
Teclado Sem Fio;Informática;Teclado sem fio compacto;Logitech;7891000000086;189.90;42;InfoSupply
Combo Teclado Mouse;Informática;Kit teclado e mouse sem fio;Microsoft;7891000000087;249.90;33;InfoSupply
Impressora Laser;Informática;Impressora laser monocromática;Brother;7891000000088;1299.90;11;PrintTech
Impressora Tanque;Informática;Impressora tanque de tinta;Epson;7891000000089;999.90;16;PrintTech
Scanner Portátil;Informática;Scanner portátil USB;Canon;7891000000090;899.90;7;PrintTech
Webcam HD;Informática;Webcam HD 720p;Logitech;7891000000091;149.90;48;TechDistribuidora
Webcam 4K;Informática;Webcam 4K ultra HD;Logitech;7891000000092;1199.90;6;TechDistribuidora
Fone Gamer RGB;Games;Fone gamer RGB com microfone;Redragon;7891000000093;299.90;25;GameDistribuidora
Controle PS5;Games;Controle sem fio DualSense;Sony;7891000000094;449.90;20;GameDistribuidora
Controle PC USB;Games;Controle USB para PC;Multilaser;7891000000095;99.90;40;GameDistribuidora
Volante Simulador;Games;Volante simulador corrida;Thrustmaster;7891000000096;2499.90;5;GameDistribuidora
Câmera DSLR;Fotografia;Câmera DSLR 24MP;Canon;7891000000097;3899.90;4;StudioPro
Câmera Mirrorless;Fotografia;Câmera mirrorless 26MP;Sony;7891000000098;5599.90;3;StudioPro
Lente 50mm;Fotografia;Lente 50mm f1.8;Canon;7891000000099;899.90;10;StudioPro
Lente 24-70mm;Fotografia;Lente zoom 24-70mm;Sony;7891000000100;2899.90;6;StudioPro
Tripé Profissional;Fotografia;Tripé profissional alumínio;Greika;7891000000101;349.90;14;StudioPro
Ring Light 18;Iluminação;Ring light LED 18 polegadas;Yongnuo;7891000000102;289.90;20;StudioPro
Softbox LED;Iluminação;Kit softbox iluminação estúdio;Godox;7891000000103;499.90;12;StudioPro
Microfone USB;Áudio;Microfone USB para podcast;Fifine;7891000000104;259.90;30;AudioMax
Mixer Áudio;Áudio;Mesa de som 4 canais;Behringer;7891000000105;899.90;7;AudioMax
Caixa Som 200W;Áudio;Caixa de som 200W bluetooth;JBL;7891000000106;1299.90;11;AudioMax
Caixa Som Portátil;Áudio;Caixa som portátil pequena;JBL;7891000000107;399.90;28;AudioMax
Amplificador Som;Áudio;Amplificador áudio 400W;Yamaha;7891000000108;1799.90;5;AudioMax
Roteador Mesh;Redes;Sistema mesh WiFi 6;TP-Link;7891000000109;1299.90;13;NetDistribuidora
Roteador Gigabit;Redes;Roteador gigabit dual band;D-Link;7891000000110;349.90;29;NetDistribuidora
Access Point;Redes;Access point corporativo;Ubiquiti;7891000000111;999.90;9;NetDistribuidora
Switch 24 Portas;Redes;Switch gigabit 24 portas;TP-Link;7891000000112;899.90;6;NetDistribuidora
Cabo Rede 10m;Redes;Cabo rede cat6 10 metros;Furukawa;7891000000113;39.90;70;CabosTech
Cabo Rede 50m;Redes;Cabo rede cat6 50 metros;Furukawa;7891000000114;149.90;35;CabosTech
Patch Cord 1m;Redes;Patch cord cat6 1 metro;Furukawa;7891000000115;12.90;120;CabosTech
Patch Cord 3m;Redes;Patch cord cat6 3 metros;Furukawa;7891000000116;19.90;95;CabosTech
Estabilizador 500W;Energia;Estabilizador 500W bivolt;SMS;7891000000117;249.90;26;EnergiaTech
Nobreak 700VA;Energia;Nobreak 700VA;APC;7891000000118;599.90;18;EnergiaTech
Nobreak 1500VA;Energia;Nobreak 1500VA;APC;7891000000119;1399.90;9;EnergiaTech
Filtro Linha 8;Energia;Filtro linha 8 tomadas;Clamper;7891000000120;89.90;40;EnergiaTech
SSD 240GB;Armazenamento;SSD SATA 240GB;Kingston;7891000000121;199.90;50;DataStorage
SSD 480GB;Armazenamento;SSD SATA 480GB;Kingston;7891000000122;289.90;42;DataStorage
HD Externo 2TB;Armazenamento;HD externo 2TB USB 3.0;Seagate;7891000000123;599.90;17;DataStorage
Pendrive 32GB;Armazenamento;Pendrive USB 3.0 32GB;SanDisk;7891000000124;39.90;110;DataStorage
Pendrive 128GB;Armazenamento;Pendrive USB 3.0 128GB;SanDisk;7891000000125;119.90;60;DataStorage
Dock HD;Armazenamento;Dock para HD SATA USB;Orico;7891000000126;159.90;21;DataStorage
Gabinete SSD;Armazenamento;Case externo para SSD;Orico;7891000000127;79.90;34;DataStorage
Suporte Monitor;Acessórios;Suporte articulado monitor;ELG;7891000000128;249.90;19;OfficeTech
Braço Monitor;Acessórios;Braço duplo monitor;ELG;7891000000129;399.90;11;OfficeTech
Suporte TV;Acessórios;Suporte parede TV 55;ELG;7891000000130;129.90;36;OfficeTech
Mouse Gamer Pro;Informática;Mouse gamer 12000 DPI RGB;Logitech;7891000000081;259.90;34;InfoSupply
Teclado Office;Informática;Teclado padrão ABNT2 USB;Multilaser;7891000000082;69.90;80;InfoSupply
Monitor 27;Informática;Monitor LED 27 polegadas QHD;Samsung;7891000000083;1599.90;12;TechDistribuidora
Monitor Curvo 32;Informática;Monitor curvo 32 polegadas;LG;7891000000084;2299.90;9;TechDistribuidora
Mouse Sem Fio;Informática;Mouse sem fio USB ergonômico;Logitech;7891000000085;119.90;60;InfoSupply
Teclado Sem Fio;Informática;Teclado sem fio compacto;Logitech;7891000000086;189.90;42;InfoSupply
Combo Teclado Mouse;Informática;Kit teclado e mouse sem fio;Microsoft;7891000000087;249.90;33;InfoSupply
Impressora Laser;Informática;Impressora laser monocromática;Brother;7891000000088;1299.90;11;PrintTech
Impressora Tanque;Informática;Impressora tanque de tinta;Epson;7891000000089;999.90;16;PrintTech
Scanner Portátil;Informática;Scanner portátil USB;Canon;7891000000090;899.90;7;PrintTech
Webcam HD;Informática;Webcam HD 720p;Logitech;7891000000091;149.90;48;TechDistribuidora
Webcam 4K;Informática;Webcam 4K ultra HD;Logitech;7891000000092;1199.90;6;TechDistribuidora
Fone Gamer RGB;Games;Fone gamer RGB com microfone;Redragon;7891000000093;299.90;25;GameDistribuidora
Controle PS5;Games;Controle sem fio DualSense;Sony;7891000000094;449.90;20;GameDistribuidora
Controle PC USB;Games;Controle USB para PC;Multilaser;7891000000095;99.90;40;GameDistribuidora
Volante Simulador;Games;Volante simulador corrida;Thrustmaster;7891000000096;2499.90;5;GameDistribuidora
Câmera DSLR;Fotografia;Câmera DSLR 24MP;Canon;7891000000097;3899.90;4;StudioPro
Câmera Mirrorless;Fotografia;Câmera mirrorless 26MP;Sony;7891000000098;5599.90;3;StudioPro
Lente 50mm;Fotografia;Lente 50mm f1.8;Canon;7891000000099;899.90;10;StudioPro
Lente 24-70mm;Fotografia;Lente zoom 24-70mm;Sony;7891000000100;2899.90;6;StudioPro
Tripé Profissional;Fotografia;Tripé profissional alumínio;Greika;7891000000101;349.90;14;StudioPro
Ring Light 18;Iluminação;Ring light LED 18 polegadas;Yongnuo;7891000000102;289.90;20;StudioPro
Softbox LED;Iluminação;Kit softbox iluminação estúdio;Godox;7891000000103;499.90;12;StudioPro
Microfone USB;Áudio;Microfone USB para podcast;Fifine;7891000000104;259.90;30;AudioMax
Mixer Áudio;Áudio;Mesa de som 4 canais;Behringer;7891000000105;899.90;7;AudioMax
Caixa Som 200W;Áudio;Caixa de som 200W bluetooth;JBL;7891000000106;1299.90;11;AudioMax
Caixa Som Portátil;Áudio;Caixa som portátil pequena;JBL;7891000000107;399.90;28;AudioMax
Amplificador Som;Áudio;Amplificador áudio 400W;Yamaha;7891000000108;1799.90;5;AudioMax
Roteador Mesh;Redes;Sistema mesh WiFi 6;TP-Link;7891000000109;1299.90;13;NetDistribuidora
Roteador Gigabit;Redes;Roteador gigabit dual band;D-Link;7891000000110;349.90;29;NetDistribuidora
Access Point;Redes;Access point corporativo;Ubiquiti;7891000000111;999.90;9;NetDistribuidora
Switch 24 Portas;Redes;Switch gigabit 24 portas;TP-Link;7891000000112;899.90;6;NetDistribuidora
Cabo Rede 10m;Redes;Cabo rede cat6 10 metros;Furukawa;7891000000113;39.90;70;CabosTech
Cabo Rede 50m;Redes;Cabo rede cat6 50 metros;Furukawa;7891000000114;149.90;35;CabosTech
Patch Cord 1m;Redes;Patch cord cat6 1 metro;Furukawa;7891000000115;12.90;120;CabosTech
Patch Cord 3m;Redes;Patch cord cat6 3 metros;Furukawa;7891000000116;19.90;95;CabosTech
Estabilizador 500W;Energia;Estabilizador 500W bivolt;SMS;7891000000117;249.90;26;EnergiaTech
Nobreak 700VA;Energia;Nobreak 700VA;APC;7891000000118;599.90;18;EnergiaTech
Nobreak 1500VA;Energia;Nobreak 1500VA;APC;7891000000119;1399.90;9;EnergiaTech
Filtro Linha 8;Energia;Filtro linha 8 tomadas;Clamper;7891000000120;89.90;40;EnergiaTech
SSD 240GB;Armazenamento;SSD SATA 240GB;Kingston;7891000000121;199.90;50;DataStorage
SSD 480GB;Armazenamento;SSD SATA 480GB;Kingston;7891000000122;289.90;42;DataStorage
HD Externo 2TB;Armazenamento;HD externo 2TB USB 3.0;Seagate;7891000000123;599.90;17;DataStorage
Pendrive 32GB;Armazenamento;Pendrive USB 3.0 32GB;SanDisk;7891000000124;39.90;110;DataStorage
Pendrive 128GB;Armazenamento;Pendrive USB 3.0 128GB;SanDisk;7891000000125;119.90;60;DataStorage
Dock HD;Armazenamento;Dock para HD SATA USB;Orico;7891000000126;159.90;21;DataStorage
Gabinete SSD;Armazenamento;Case externo para SSD;Orico;7891000000127;79.90;34;DataStorage
Suporte Monitor;Acessórios;Suporte articulado monitor;ELG;7891000000128;249.90;19;OfficeTech
Braço Monitor;Acessórios;Braço duplo monitor;ELG;7891000000129;399.90;11;OfficeTech
Suporte TV;Acessórios;Suporte parede TV 55;ELG;7891000000130;129.90;36;OfficeTech
Mouse Gamer Pro;Informática;Mouse gamer 12000 DPI RGB;Logitech;7891000000081;259.90;34;InfoSupply
Teclado Office;Informática;Teclado padrão ABNT2 USB;Multilaser;7891000000082;69.90;80;InfoSupply
Monitor 27;Informática;Monitor LED 27 polegadas QHD;Samsung;7891000000083;1599.90;12;TechDistribuidora
Monitor Curvo 32;Informática;Monitor curvo 32 polegadas;LG;7891000000084;2299.90;9;TechDistribuidora
Mouse Sem Fio;Informática;Mouse sem fio USB ergonômico;Logitech;7891000000085;119.90;60;InfoSupply
Teclado Sem Fio;Informática;Teclado sem fio compacto;Logitech;7891000000086;189.90;42;InfoSupply
Combo Teclado Mouse;Informática;Kit teclado e mouse sem fio;Microsoft;7891000000087;249.90;33;InfoSupply
Impressora Laser;Informática;Impressora laser monocromática;Brother;7891000000088;1299.90;11;PrintTech
Impressora Tanque;Informática;Impressora tanque de tinta;Epson;7891000000089;999.90;16;PrintTech
Scanner Portátil;Informática;Scanner portátil USB;Canon;7891000000090;899.90;7;PrintTech
Webcam HD;Informática;Webcam HD 720p;Logitech;7891000000091;149.90;48;TechDistribuidora
Webcam 4K;Informática;Webcam 4K ultra HD;Logitech;7891000000092;1199.90;6;TechDistribuidora
Fone Gamer RGB;Games;Fone gamer RGB com microfone;Redragon;7891000000093;299.90;25;GameDistribuidora
Controle PS5;Games;Controle sem fio DualSense;Sony;7891000000094;449.90;20;GameDistribuidora
Controle PC USB;Games;Controle USB para PC;Multilaser;7891000000095;99.90;40;GameDistribuidora
Volante Simulador;Games;Volante simulador corrida;Thrustmaster;7891000000096;2499.90;5;GameDistribuidora
Câmera DSLR;Fotografia;Câmera DSLR 24MP;Canon;7891000000097;3899.90;4;StudioPro
Câmera Mirrorless;Fotografia;Câmera mirrorless 26MP;Sony;7891000000098;5599.90;3;StudioPro
Lente 50mm;Fotografia;Lente 50mm f1.8;Canon;7891000000099;899.90;10;StudioPro
Lente 24-70mm;Fotografia;Lente zoom 24-70mm;Sony;7891000000100;2899.90;6;StudioPro
Tripé Profissional;Fotografia;Tripé profissional alumínio;Greika;7891000000101;349.90;14;StudioPro
Ring Light 18;Iluminação;Ring light LED 18 polegadas;Yongnuo;7891000000102;289.90;20;StudioPro
Softbox LED;Iluminação;Kit softbox iluminação estúdio;Godox;7891000000103;499.90;12;StudioPro
Microfone USB;Áudio;Microfone USB para podcast;Fifine;7891000000104;259.90;30;AudioMax
Mixer Áudio;Áudio;Mesa de som 4 canais;Behringer;7891000000105;899.90;7;AudioMax
Caixa Som 200W;Áudio;Caixa de som 200W bluetooth;JBL;7891000000106;1299.90;11;AudioMax
Caixa Som Portátil;Áudio;Caixa som portátil pequena;JBL;7891000000107;399.90;28;AudioMax
Amplificador Som;Áudio;Amplificador áudio 400W;Yamaha;7891000000108;1799.90;5;AudioMax
Roteador Mesh;Redes;Sistema mesh WiFi 6;TP-Link;7891000000109;1299.90;13;NetDistribuidora
Roteador Gigabit;Redes;Roteador gigabit dual band;D-Link;7891000000110;349.90;29;NetDistribuidora
Access Point;Redes;Access point corporativo;Ubiquiti;7891000000111;999.90;9;NetDistribuidora
Switch 24 Portas;Redes;Switch gigabit 24 portas;TP-Link;7891000000112;899.90;6;NetDistribuidora
Cabo Rede 10m;Redes;Cabo rede cat6 10 metros;Furukawa;7891000000113;39.90;70;CabosTech
Cabo Rede 50m;Redes;Cabo rede cat6 50 metros;Furukawa;7891000000114;149.90;35;CabosTech
Patch Cord 1m;Redes;Patch cord cat6 1 metro;Furukawa;7891000000115;12.90;120;CabosTech
Patch Cord 3m;Redes;Patch cord cat6 3 metros;Furukawa;7891000000116;19.90;95;CabosTech
Estabilizador 500W;Energia;Estabilizador 500W bivolt;SMS;7891000000117;249.90;26;EnergiaTech
Nobreak 700VA;Energia;Nobreak 700VA;APC;7891000000118;599.90;18;EnergiaTech
Nobreak 1500VA;Energia;Nobreak 1500VA;APC;7891000000119;1399.90;9;EnergiaTech
Filtro Linha 8;Energia;Filtro linha 8 tomadas;Clamper;7891000000120;89.90;40;EnergiaTech
SSD 240GB;Armazenamento;SSD SATA 240GB;Kingston;7891000000121;199.90;50;DataStorage
SSD 480GB;Armazenamento;SSD SATA 480GB;Kingston;7891000000122;289.90;42;DataStorage
HD Externo 2TB;Armazenamento;HD externo 2TB USB 3.0;Seagate;7891000000123;599.90;17;DataStorage
Pendrive 32GB;Armazenamento;Pendrive USB 3.0 32GB;SanDisk;7891000000124;39.90;110;DataStorage
Pendrive 128GB;Armazenamento;Pendrive USB 3.0 128GB;SanDisk;7891000000125;119.90;60;DataStorage
Dock HD;Armazenamento;Dock para HD SATA USB;Orico;7891000000126;159.90;21;DataStorage
Gabinete SSD;Armazenamento;Case externo para SSD;Orico;7891000000127;79.90;34;DataStorage
Suporte Monitor;Acessórios;Suporte articulado monitor;ELG;7891000000128;249.90;19;OfficeTech
Braço Monitor;Acessórios;Braço duplo monitor;ELG;7891000000129;399.90;11;OfficeTech
Suporte TV;Acessórios;Suporte parede TV 55;ELG;7891000000130;129.90;36;OfficeTech
Mouse Gamer Pro;Informática;Mouse gamer 12000 DPI RGB;Logitech;7891000000081;259.90;34;InfoSupply
Teclado Office;Informática;Teclado padrão ABNT2 USB;Multilaser;7891000000082;69.90;80;InfoSupply
Monitor 27;Informática;Monitor LED 27 polegadas QHD;Samsung;7891000000083;1599.90;12;TechDistribuidora
Monitor Curvo 32;Informática;Monitor curvo 32 polegadas;LG;7891000000084;2299.90;9;TechDistribuidora
Mouse Sem Fio;Informática;Mouse sem fio USB ergonômico;Logitech;7891000000085;119.90;60;InfoSupply
Teclado Sem Fio;Informática;Teclado sem fio compacto;Logitech;7891000000086;189.90;42;InfoSupply
Combo Teclado Mouse;Informática;Kit teclado e mouse sem fio;Microsoft;7891000000087;249.90;33;InfoSupply
Impressora Laser;Informática;Impressora laser monocromática;Brother;7891000000088;1299.90;11;PrintTech
Impressora Tanque;Informática;Impressora tanque de tinta;Epson;7891000000089;999.90;16;PrintTech
Scanner Portátil;Informática;Scanner portátil USB;Canon;7891000000090;899.90;7;PrintTech
Webcam HD;Informática;Webcam HD 720p;Logitech;7891000000091;149.90;48;TechDistribuidora
Webcam 4K;Informática;Webcam 4K ultra HD;Logitech;7891000000092;1199.90;6;TechDistribuidora
Fone Gamer RGB;Games;Fone gamer RGB com microfone;Redragon;7891000000093;299.90;25;GameDistribuidora
Controle PS5;Games;Controle sem fio DualSense;Sony;7891000000094;449.90;20;GameDistribuidora
Controle PC USB;Games;Controle USB para PC;Multilaser;7891000000095;99.90;40;GameDistribuidora
Volante Simulador;Games;Volante simulador corrida;Thrustmaster;7891000000096;2499.90;5;GameDistribuidora
Câmera DSLR;Fotografia;Câmera DSLR 24MP;Canon;7891000000097;3899.90;4;StudioPro
Câmera Mirrorless;Fotografia;Câmera mirrorless 26MP;Sony;7891000000098;5599.90;3;StudioPro
Lente 50mm;Fotografia;Lente 50mm f1.8;Canon;7891000000099;899.90;10;StudioPro
Lente 24-70mm;Fotografia;Lente zoom 24-70mm;Sony;7891000000100;2899.90;6;StudioPro
Tripé Profissional;Fotografia;Tripé profissional alumínio;Greika;7891000000101;349.90;14;StudioPro
Ring Light 18;Iluminação;Ring light LED 18 polegadas;Yongnuo;7891000000102;289.90;20;StudioPro
Softbox LED;Iluminação;Kit softbox iluminação estúdio;Godox;7891000000103;499.90;12;StudioPro
Microfone USB;Áudio;Microfone USB para podcast;Fifine;7891000000104;259.90;30;AudioMax
Mixer Áudio;Áudio;Mesa de som 4 canais;Behringer;7891000000105;899.90;7;AudioMax
Caixa Som 200W;Áudio;Caixa de som 200W bluetooth;JBL;7891000000106;1299.90;11;AudioMax
Caixa Som Portátil;Áudio;Caixa som portátil pequena;JBL;7891000000107;399.90;28;AudioMax
Amplificador Som;Áudio;Amplificador áudio 400W;Yamaha;7891000000108;1799.90;5;AudioMax
Roteador Mesh;Redes;Sistema mesh WiFi 6;TP-Link;7891000000109;1299.90;13;NetDistribuidora
Roteador Gigabit;Redes;Roteador gigabit dual band;D-Link;7891000000110;349.90;29;NetDistribuidora
Access Point;Redes;Access point corporativo;Ubiquiti;7891000000111;999.90;9;NetDistribuidora
Switch 24 Portas;Redes;Switch gigabit 24 portas;TP-Link;7891000000112;899.90;6;NetDistribuidora
Cabo Rede 10m;Redes;Cabo rede cat6 10 metros;Furukawa;7891000000113;39.90;70;CabosTech
Cabo Rede 50m;Redes;Cabo rede cat6 50 metros;Furukawa;7891000000114;149.90;35;CabosTech
Patch Cord 1m;Redes;Patch cord cat6 1 metro;Furukawa;7891000000115;12.90;120;CabosTech
